true_class,pred_class,calibrated_confidence,correct
Tulasi,Ashwagandha,0.4007,0
Tulasi,Tulasi,0.725,1
Tulasi,Doddapatre,0.7812,0
Tulasi,Tulasi,0.8737,1
Tulasi,Tulasi,0.9026,1
Tulasi,Tulasi,0.8324,1
Tulasi,Tulasi,0.6655,1
Tulasi,Tulasi,0.5612,1
Tulasi,Tulasi,0.9771,1
Tulasi,Tulasi,0.9886,1
Tulasi,Tulasi,0.8423,1
Tulasi,Wood_sorel,0.5255,0
Tulasi,Doddapatre,0.4038,0
Tulasi,Tulasi,0.9596,1
Tulasi,Pepper,0.4104,0
Tulasi,Tulasi,0.7639,1
Tulasi,Tulasi,0.7015,1
Tulasi,Pepper,0.3546,0
Tulasi,Tulasi,0.967,1
Tulasi,Tulasi,0.8479,1
Tulasi,Tulasi,0.9882,1
Tulasi,Tulasi,0.9313,1
Tulasi,Tulasi,0.9825,1
Tulasi,Tulasi,0.8143,1
Tulasi,Tulasi,0.7259,1
Tulasi,Tulasi,0.4264,1
Tulasi,Lemon,0.4185,0
Tulasi,Tulasi,0.7443,1
Tulasi,Tulasi,0.9894,1
Tulasi,Tulasi,0.8659,1
Tulasi,Tulasi,0.6949,1
Tulasi,Tulasi,0.9448,1
Tulasi,Tulasi,0.9787,1
Tulasi,Tulasi,0.8236,1
Tulasi,Hibiscus,0.717,0
Tulasi,Tulasi,0.8707,1
Tulasi,Tulasi,0.7613,1
Wood_sorel,Wood_sorel,0.6338,1
Wood_sorel,Wood_sorel,0.9935,1
Wood_sorel,Wood_sorel,0.9998,1
Wood_sorel,Wood_sorel,0.977,1
Wood_sorel,Wood_sorel,0.9999,1
Wood_sorel,Wood_sorel,0.9846,1
Wood_sorel,Wood_sorel,0.9976,1
Wood_sorel,Wood_sorel,0.8749,1
Wood_sorel,Wood_sorel,0.6368,1
Wood_sorel,Wood_sorel,0.9935,1
Wood_sorel,Wood_sorel,0.996,1
Wood_sorel,Wood_sorel,0.9555,1
Wood_sorel,Wood_sorel,0.9854,1
Wood_sorel,Wood_sorel,0.9852,1
Wood_sorel,Wood_sorel,0.9886,1
Wood_sorel,Wood_sorel,0.9824,1
Wood_sorel,Wood_sorel,0.9992,1
Wood_sorel,Wood_sorel,0.9959,1
Wood_sorel,Wood_sorel,0.9628,1
Wood_sorel,Wood_sorel,0.7233,1
Wood_sorel,Wood_sorel,0.9963,1
Wood_sorel,Wood_sorel,0.9999,1
Wood_sorel,Wood_sorel,0.5022,1
