true_class,pred_class,calibrated_confidence,correct
Neem,Neem,0.9974,1
Neem,Neem,0.8928,1
Neem,Neem,0.9465,1
Neem,Mango,0.9849,0
Neem,Mango,0.5513,0
Neem,Neem,0.677,1
Neem,Neem,0.4674,1
Neem,Neem,0.9859,1
Neem,Mango,0.5649,0
Neem,Neem,0.9716,1
Neem,Neem,0.9956,1
Neem,Neem,0.9988,1
Neem,Neem,0.9892,1
Neem,Neem,0.9744,1
Neem,Neem,0.9664,1
Neem,Neem,0.9984,1
Neem,Neem,0.9999,1
Neem,Neem,0.9947,1
Neem,Neem,0.9977,1
Neem,Neem,0.9976,1
Neem,Neem,0.9981,1
Neem,Neem,0.9999,1
Neem,Neem,0.9883,1
Neem,Neem,0.9173,1
Neem,Neem,0.9727,1
Nithyapushpa,Nithyapushpa,0.987,1
Nithyapushpa,Nithyapushpa,0.9993,1
Nithyapushpa,Nithyapushpa,0.9989,1
Nithyapushpa,Nithyapushpa,0.99,1
Nithyapushpa,Nithyapushpa,0.9965,1
Nithyapushpa,Nithyapushpa,0.9969,1
Nithyapushpa,Nithyapushpa,0.9994,1
Nithyapushpa,Nithyapushpa,0.8823,1
Nithyapushpa,Nithyapushpa,0.2868,1
Nithyapushpa,Nithyapushpa,1.0,1
Nithyapushpa,Nithyapushpa,0.9994,1
Nithyapushpa,Nithyapushpa,0.9901,1
Nithyapushpa,Nithyapushpa,0.9987,1
Nithyapushpa,Nithyapushpa,0.9968,1
Nithyapushpa,Nithyapushpa,0.9963,1
Nithyapushpa,Nithyapushpa,0.5213,1
Nithyapushpa,Castor,0.7755,0
Nithyapushpa,Avacado,0.8575,0
Nithyapushpa,Nithyapushpa,0.9993,1
Nithyapushpa,Nithyapushpa,0.7519,1
Nithyapushpa,Nithyapushpa,0.9949,1
Nithyapushpa,Nithyapushpa,0.9877,1
Nithyapushpa,Nithyapushpa,0.7629,1
Nooni,Nooni,0.9986,1
Nooni,Nooni,0.8712,1
Nooni,Nooni,0.9824,1
Nooni,Nooni,0.9998,1
Nooni,Nooni,0.9968,1
Nooni,Nooni,0.9832,1
Nooni,Nooni,0.9993,1
Nooni,Nooni,0.9959,1
Nooni,Nooni,0.9613,1
Nooni,Nooni,0.9994,1
Nooni,Nooni,0.9852,1
Nooni,Nooni,0.9994,1
Nooni,Nooni,0.9998,1
Nooni,Nooni,0.9989,1
Nooni,Nooni,0.9731,1
Nooni,Nooni,0.9986,1
Nooni,Nooni,0.9996,1
Nooni,Nooni,0.994,1
Nooni,Nooni,0.9488,1
Nooni,Nooni,1.0,1
Nooni,Nooni,0.9812,1
Pappaya,Pappaya,0.9993,1
Pappaya,Pappaya,0.8241,1
Pappaya,Pappaya,0.9846,1
Pappaya,Pappaya,0.9794,1
Pappaya,Pappaya,0.9983,1
Pappaya,Pappaya,0.9913,1
Pappaya,Pappaya,0.9991,1
Pappaya,Pappaya,0.9995,1
Pappaya,Pappaya,0.9999,1
Pappaya,Pappaya,0.9996,1
Pappaya,Pappaya,0.7091,1
Pappaya,Pappaya,0.9917,1
Pappaya,Pappaya,0.9759,1
Pappaya,Pappaya,0.9838,1
Pappaya,Pappaya,0.9989,1
Pappaya,Pappaya,0.9887,1
Pappaya,Pappaya,0.9705,1
Pappaya,Pappaya,0.9904,1
Pappaya,Pappaya,0.9914,1
Pappaya,Pappaya,0.9996,1
Pappaya,Pappaya,0.9201,1
Pappaya,Pappaya,0.9987,1
Pappaya,Pappaya,0.9934,1
Pepper,Pepper,0.972,1
Pepper,Pepper,0.9986,1
Pepper,Pepper,0.9999,1
Pepper,Raktachandini,0.8653,0
Pepper,Pepper,0.8254,1
Pepper,Pepper,0.9977,1
Pepper,Pepper,0.9995,1
Pepper,Pepper,0.9678,1
Pepper,Pepper,0.9984,1
Pepper,Pepper,0.9474,1
Pepper,Pepper,0.9987,1
Pepper,Pepper,0.9999,1
Pepper,Pepper,0.9967,1
Pepper,Pepper,0.9806,1
Pepper,Pepper,0.8899,1
Pepper,Pepper,0.9368,1
Pepper,Pepper,0.9997,1
Pepper,Pepper,0.9995,1
Pepper,Pepper,0.8069,1
Pepper,Pepper,0.9879,1
Pepper,Pepper,0.9967,1
Pepper,Pepper,0.6354,1
Pomegranate,Pomegranate,0.9997,1
Pomegranate,Pomegranate,0.9995,1
Pomegranate,Pomegranate,1.0,1
Pomegranate,Pomegranate,0.9977,1
Pomegranate,Pomegranate,0.9998,1
Pomegranate,Pomegranate,0.995,1
Pomegranate,Pomegranate,0.9981,1
Pomegranate,Pomegranate,0.9099,1
Pomegranate,Pomegranate,0.998,1
Pomegranate,Pomegranate,0.9999,1
Pomegranate,Pomegranate,0.9962,1
Pomegranate,Pomegranate,0.9996,1
Pomegranate,Pomegranate,0.9991,1
Pomegranate,Pomegranate,0.9991,1
Pomegranate,Pomegranate,0.9939,1
Pomegranate,Pomegranate,0.9797,1
Pomegranate,Pomegranate,0.9923,1
Pomegranate,Pomegranate,0.9571,1
Pomegranate,Pomegranate,1.0,1
Pomegranate,Pomegranate,0.9998,1
Pomegranate,Henna,0.6042,0
Pomegranate,Pomegranate,0.4772,1
Raktachandini,Raktachandini,1.0,1
Raktachandini,Raktachandini,0.9913,1
Raktachandini,Raktachandini,0.9984,1
Raktachandini,Raktachandini,0.9991,1
Raktachandini,Raktachandini,0.9996,1
Raktachandini,Raktachandini,0.9949,1
Raktachandini,Raktachandini,0.9945,1
Raktachandini,Raktachandini,0.9998,1
Raktachandini,Raktachandini,0.9984,1
Raktachandini,Raktachandini,0.9993,1
Raktachandini,Raktachandini,0.9998,1
Raktachandini,Raktachandini,0.9999,1
Raktachandini,Raktachandini,0.8601,1
Raktachandini,Raktachandini,0.9994,1
Raktachandini,Raktachandini,1.0,1
Raktachandini,Raktachandini,0.8399,1
Raktachandini,Raktachandini,0.9938,1
Raktachandini,Raktachandini,1.0,1
Raktachandini,Raktachandini,0.9996,1
Raktachandini,Raktachandini,0.9997,1
Raktachandini,Raktachandini,0.9793,1
Raktachandini,Raktachandini,0.9998,1
Raktachandini,Raktachandini,1.0,1
Rose,Rose,0.991,1
Rose,Hibiscus,0.6602,0
Rose,Rose,0.8754,1
Rose,Rose,0.7015,1
Rose,Curry_Leaf,0.55,0
Rose,Rose,0.5211,1
Rose,Rose,0.9082,1
Rose,Rose,0.9813,1
Rose,Doddapatre,0.9322,0
Rose,Rose,0.9942,1
Rose,Rose,0.902,1
Rose,Rose,0.7101,1
Rose,Rose,0.946,1
Rose,Rose,0.9867,1
Rose,Rose,0.9978,1
Rose,Rose,0.9877,1
Rose,Rose,0.7094,1
Rose,Rose,0.9951,1
Rose,Rose,0.7165,1
Rose,Rose,0.9664,1
Rose,Rose,0.9804,1
Rose,Rose,0.8227,1
Rose,Rose,0.5566,1
Rose,Rose,0.9869,1
Rose,Rose,0.9981,1
Rose,Rose,0.8641,1
Sapota,Sapota,0.9986,1
Sapota,Sapota,0.9432,1
Sapota,Sapota,0.9704,1
Sapota,Sapota,0.9991,1
Sapota,Sapota,0.9408,1
Sapota,Sapota,0.9982,1
Sapota,Sapota,0.9573,1
Sapota,Sapota,0.9305,1
Sapota,Sapota,0.898,1
Sapota,Sapota,0.9861,1
Sapota,Sapota,0.9502,1
Sapota,Sapota,0.7056,1
Sapota,Sapota,0.9891,1
Sapota,Sapota,0.9999,1
Sapota,Sapota,0.9995,1
Sapota,Sapota,0.8603,1
Sapota,Sapota,0.9865,1
Sapota,Sapota,0.6051,1
Sapota,Henna,0.3436,0
Sapota,Sapota,0.9999,1
Sapota,Sapota,0.8092,1
Sapota,Sapota,0.9964,1
Sapota,Sapota,0.9917,1
Sapota,Sapota,0.9998,1
Sapota,Sapota,0.9866,1
Sapota,Ashoka,0.5494,0
Sapota,Sapota,0.9999,1
Sapota,Sapota,0.8297,1
Sapota,Sapota,0.9748,1
Sapota,Sapota,0.9889,1
Sapota,Sapota,0.8299,1
Sapota,Sapota,0.7108,1
Sapota,Ashoka,0.7104,0
Sapota,Sapota,0.7761,1
Sapota,Sapota,0.9983,1
Sapota,Sapota,0.9928,1
Sapota,Sapota,0.9998,1
Sapota,Sapota,0.9959,1
Tulasi,Tulasi,0.2321,1
Tulasi,Tulasi,0.4258,1
Tulasi,Tulasi,0.9318,1
Tulasi,Castor,0.9635,0
Tulasi,Amruta_Balli,0.8012,0
Tulasi,Tulasi,0.6276,1
Tulasi,Tulasi,0.5419,1
Tulasi,Tulasi,0.9804,1
Tulasi,Basale,0.8765,0
Tulasi,Tulasi,0.8914,1
Tulasi,Nooni,0.4655,0
Tulasi,Castor,0.6511,0
Tulasi,Henna,0.3818,0
Tulasi,Tulasi,0.4826,1
Tulasi,Tulasi,0.7156,1
Tulasi,Tulasi,0.965,1
Tulasi,Lemon,0.3572,0
Tulasi,Tulasi,0.5521,1
Tulasi,Tulasi,0.9409,1
Tulasi,Tulasi,0.9868,1
Tulasi,Tulasi,0.9841,1
Tulasi,Tulasi,0.987,1
Tulasi,Tulasi,0.8481,1
Tulasi,Tulasi,0.9422,1
Tulasi,Tulasi,0.9992,1
Tulasi,Tulasi,0.9998,1
Tulasi,Tulasi,0.9859,1
Tulasi,Tulasi,0.9792,1
Tulasi,Tulasi,0.8867,1
Tulasi,Tulasi,0.9645,1
Tulasi,Tulasi,0.9961,1
Tulasi,Tulasi,0.8725,1
Tulasi,Tulasi,0.978,1
Tulasi,Tulasi,0.9766,1
Tulasi,Tulasi,0.9738,1
Tulasi,Tulasi,0.9952,1
Tulasi,Tulasi,0.97,1
Tulasi,Tulasi,0.8718,1
Wood_sorel,Wood_sorel,0.9784,1
Wood_sorel,Wood_sorel,0.9611,1
Wood_sorel,Wood_sorel,0.8781,1
Wood_sorel,Wood_sorel,0.9978,1
Wood_sorel,Wood_sorel,0.998,1
Wood_sorel,Wood_sorel,0.9955,1
Wood_sorel,Wood_sorel,0.9998,1
Wood_sorel,Wood_sorel,0.9988,1
Wood_sorel,Wood_sorel,0.8874,1
Wood_sorel,Wood_sorel,0.9934,1
Wood_sorel,Wood_sorel,0.8308,1
Wood_sorel,Wood_sorel,0.6839,1
Wood_sorel,Wood_sorel,0.9623,1
Wood_sorel,Wood_sorel,0.6519,1
Wood_sorel,Wood_sorel,0.9924,1
Wood_sorel,Wood_sorel,0.9598,1
Wood_sorel,Wood_sorel,0.9404,1
Wood_sorel,Wood_sorel,0.9207,1
Wood_sorel,Wood_sorel,0.833,1
Wood_sorel,Wood_sorel,0.5322,1
Wood_sorel,Wood_sorel,0.9814,1
Wood_sorel,Wood_sorel,0.5953,1
Wood_sorel,Wood_sorel,0.9926,1
